순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
1124,개별입지,이지원 주식회사,경상남도 진주시 동진로 139 (상대동) 1층,경상남도 진주시 상대동 285-10 1층,"18111, ",경 인쇄업,"목재, 종이, 출판",055-745-0472,055-759-1136,3,0,0,0,3,인쇄물,0,119.47,0,119.47
1125,개별입지,일빛정밀,경상남도 진주시 미천면 오방로 306,경상남도 진주시 미천면 벌당리 60-1번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-757-7893,055-757-7893,3,0,0,0,3,디프케이스,1174,347.26,116.4,463.66
1126,개별입지,일성ENG,경상남도 진주시 대곡면 진의로 1220,경상남도 진주시 대곡면 광석리 17-2번지,"29294, ",주형 및 금형 제조업,"금속가공, 기계",055-745-9807,055-745-9809,8,2,0,0,10,금형틀,3745,822,270.45,1092.45
1127,개별입지,일송이엔지,경상남도 진주시 진성면 진성로 237,경상남도 진주시 진성면 구천리 1056번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-761-7757,050-4435-9863,2,1,0,0,3,땅속작물 수확기 등,2162,198,298,496
1128,개별입지,일신산업,경상남도 진주시 도동로28번길 18 (상평동),경상남도 진주시 상평동 314-1번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-9152,055-755-9153,2,0,0,0,2,가스켓,109,100,9,109
1129,개별입지,일신외식산업,경상남도 진주시 진산로 327(장재동),경상남도 진주시 장재동 470-6,"10751, ",도시락류 제조업,음식료,055-748-3020,055-745-9368,2,3,0,0,5,도시락,628,372.38,0,372.38
1130,개별입지,일우,경상남도 진주시 대곡면 오방로 160,경상남도 진주시 대곡면 단목리 1438-4번지,"22299, ",그 외 기타 플라스틱 제품 제조업,"석유화학, 플라스틱",055-747-4054,055-742-4054,3,2,0,0,5,플라스틱 농자재 및 육묘상자,2821,315,524,839
1131,개별입지,일진산업 주식회사,경상남도 진주시 이반성면 진마대로2498번길 2-63,경상남도 진주시 이반성면 가산리 353,"25113, ",육상 금속 골조 구조재 제조업,"금속가공, 기계",공람,031-366-8040,3,0,0,0,3,관형지지물,10000,1713.38,0,1713.38
1132,개별입지,일진테크,경상남도 진주시 대곡면 진의로 1220,경상남도 진주시 대곡면 광석리 17-6 번지,"29294, ",주형 및 금형 제조업,"금속가공, 기계",055-748-9701,055-748-9703,1,0,0,0,1,프레스 금형,2842,497,810.12,1307.12
1133,개별입지,장생도라지 영농조합법인,경상남도 진주시 금곡면 정자천로15번길 5,경상남도 진주시 금곡면 정자리 1218-9번지,"10796, 11111, 11129",건강보조용 액화식품 제조업 외 2 종,음식료,055-771-1000,055-771-1004,5,0,0,0,5,"도라지 농축엑기스, 발효주, 증류주",11795,1032.36,2118.42,3150.78
1134,개별입지,재단법인 진주바이오산업진흥원,"경상남도 진주시 문산읍 월아산로 991, 시험생산동 1층",경상남도 진주시 문산읍 삼곡리 1033번지 시험생산동 1층,"21102, 10742, 10797, 11209",생물학적 제제 제조업 외 3 종,"석유화학, 플라스틱",055-749-2198,055-762-9821,5,0,0,0,5,"식품, 음료, 건강기능식품",1756.58,539.46,1217.12,1756.58
1135,개별입지,재이테크 주식회사,경상남도 진주시 일반성면 떡보길 134,경상남도 진주시 일반성면 답천리 621,"24133, 25112, 29133",강관 가공품 및 관 연결구류 제조업 외 2 종,"1차금속, 철강",055-753-3990,055-753-4060,3,0,0,0,3,"철근커플러, 전기차충전기 캐노피",300,250,50,300
1136,개별입지,정암산업(주),경상남도 진주시 진성면 진의로 471,경상남도 진주시 진성면 가진리 1555번지,"23325, ",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,비금속,055-758-1123,055-758-3085,78,8,0,0,86,"전봇대,파일",97411,8392.25,3000.15,11392.4
1137,개별입지,정암산업(주) 제2공장,경상남도 진주시 진성면 진의로 471-83,경상남도 진주시 진성면 가진리 1680번지,"23322, ",레미콘 제조업,비금속,055-758-1123,055-758-3405,5,1,0,0,6,레미콘,6200,117,396,513
1138,개별입지,정인공업,경상남도 진주시 일반성면 공치고개길 194,경상남도 진주시 일반성면 가선리 235번지,"24199, ",그 외 기타 1차 철강 제조업,"1차금속, 철강",055-762-3371,055-762-3371,2,1,0,0,3,절단가공철강재,1497,455,50,505
1139,개별입지,정진테크,"경상남도 진주시 남강로309번길 42-17, 401호 (평거동)",경상남도 진주시 평거동 913 401호,"26429, 22292",기타 무선 통신장비 제조업 외 1 종,"전기, 전자",055-762-6270,공람,1,1,0,0,2,"QR코드, QR코드를 삽입한 주차번호판",147.87,54,93.87,147.87
1140,개별입지,제이에스개발(주),경상남도 진주시 진성면 진의로 471,경상남도 진주시 진성면 가진리 1555-8번지,"23991, ",아스팔트 콘크리트 및 혼합제품 제조업,비금속,055-758-1123,055-758-3085,12,0,0,0,12,아스콘,6000,536.32,70.12,606.44
1141,개별입지,제이와이스토리,"경상남도 진주시 동진로 55, B01, B01-1, B02, B03호(칠암동, 경상국립대학교 산학협력관)","경상남도 진주시 칠암동 532-10 경상국립대학교 산학협력관 B01, B01-1, B02, B03호","10741, 10309, 10619, 10620, 10743","식초, 발효 및 화학 조미료 제조업 외 4 종",음식료,055-385-3444,055-384-3444,1,0,0,0,1,"약초조청, 복분자발효액, 고추장, 식초, 농산물가공품(곡물가공품)",0,219.6,96,315.6
1142,개별입지,제일아크릴,경상남도 진주시 남강로 1095 (상평동),경상남도 진주시 상평동 247-14번지,"28423, 22299, 33910",전시 및 광고용 조명장치 제조업 외 2 종,"전기, 전자",055-759-5002,055-757-4356,1,2,0,0,3,"LED 간판, 옥외광고물,아크릴 판, 아크릴제품 등",398.1,237.12,237.12,474.24
1143,개별입지,조영호의보리마을 영농조합법인,경상남도 진주시 사봉면 사군로 415,경상남도 진주시 사봉면 봉곡리 798번지,"10619, ",기타 곡물 가공품 제조업,음식료,055-763-2510,055-754-7811,1,2,0,0,3,"보리가루, 보리차,찰보리빵",796.89,206.7,130.63,337.33
1144,개별입지,주공산업,경상남도 진주시 돗골로26번길 9 (상평동),경상남도 진주시 상평동 207-13번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-763-2877,055-758-8727,1,2,0,0,3,SHAFT,200,116,0,116
1145,개별입지,주시회사 우리에프이씨,"경상남도 진주시 동진로 55, 진주산업대학교 산학협력관 창업보육센터 304호 (칠암동)",경상남도 진주시 칠암동 532-10번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-754-1119,055,2,0,0,0,2,소방자재,0,29.25,0,29.25
1146,개별입지,주식회사 경남스마트,"경상남도 진주시 도동로247번길 22, 2층 1호 (하대동)",경상남도 진주시 하대동 314-26 2층 1호,"26421, 26410, 26529, 27309, 28123, 28423, 29299",방송장비 제조업 외 6 종,"전기, 전자",070-5138-0703,070-8622-3389,4,3,0,0,7,"CCTV 카메라, 전광판, 방송장치, 빔프로젝트 스크린, 출입통제 잠금장치,  RFID음식물종량기",191.9,84.7,14.42,99.12
1147,개별입지,주식회사 경일기어,경상남도 진주시 남강로1241번길 11 (상평동) 외 1필지,경상남도 진주시 상평동 316-3번지 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-757-4142,055-757-4142,2,0,0,0,2,기어류,527.2,300.3,7.2,307.5
1148,개별입지,주식회사 금보,"경상남도 진주시 범골로54번길 30-9, B815(드림IT밸리) (충무공동)",경상남도 진주시 충무공동 87-23번지 B815(드림IT밸리),"28909, ",그 외 기타 전기장비 제조업,"전기, 전자",055-761-0116,055-761-0116,4,1,0,0,5,전자식 해충퇴치기,0,71.91,55.25,127.16
1149,개별입지,주식회사 네오 진주공장,경상남도 진주시 대곡면 진의로 1216,경상남도 진주시 대곡면 광석리 18번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-746-3688,055-748-3688,7,0,0,0,7,"농기계(잔가지파쇄기,동력운반차,비료살포기",2086,264.44,153.67,418.11
1150,개별입지,주식회사 뉴사차산업,"경상남도 진주시 동부로169번길 12,(충무공동, 윙스타워) B동 8층 801호",경상남도 진주시 충무공동 69-3 윙스타워 B동 8층 801호,"26429, ",기타 무선 통신장비 제조업,"전기, 전자",070-4012-4585,070-8650-3019,4,1,0,0,5,원격검침단말기,0,32.26,50,82.26
1151,개별입지,주식회사 다인명가,경상남도 진주시 서장대로 285 (이현동),경상남도 진주시 이현동 16-7번지,"10712, ",빵류 제조업,음식료,055-744-0056,055-744-0887,1,13,0,0,14,"경주빵, 찰보리빵, 호두과자 등",496.5,294.1,199.22,493.32
1152,개별입지,주식회사 다함건설,경상남도 진주시 사봉면 지수로 73,경상남도 진주시 사봉면 봉곡리 423-3,"25112, ",구조용 금속 판제품 및 공작물 제조업,"금속가공, 기계",055-762-1087,055-762-1081,2,0,0,0,2,"징크패널, 알루미늄 시트, 복합패널, 고밀도패널, 금속창호",1016,349.5,0,349.5
1153,개별입지,주식회사 대성해양,공람,경상남도 진주시 일반성면 답천리 1062,"22299, ",그 외 기타 플라스틱 제품 제조업,"석유화학, 플라스틱",055-762-8565,055-762-8567,4,3,0,0,7,친환경 플라스틱 부표,4745,807.5,191.9,999.4
1154,개별입지,주식회사 동성,경상남도 진주시 문산읍 동부로 806,경상남도 진주시 문산읍 상문리 539-2번지,"22223, ",플라스틱 창호 제조업,"석유화학, 플라스틱",055-762-0781,055,6,1,0,0,7,플라스틱 창호,867,311.04,124.45,435.49
1155,개별입지,주식회사 디엔오토모티브 지수공장,경상남도 진주시 지수면 지사로 628,경상남도 진주시 지수면 금곡리 1086번지,"29294, ",주형 및 금형 제조업,"금속가공, 기계",055-380-5216,055-760-8229,32,0,0,0,32,금형틀,7224,2520,441.6,2961.6
1156,개별입지,주식회사 디와이글로벌,경상남도 진주시 진성면 동부로 1178 외 3필지,경상남도 진주시 진성면 상촌리 501-1 외 3필지,"16231, 16232",목재 깔판류 및 기타 적재판 제조업 외 1 종,"목재, 종이, 출판",055-742-2082,0303-3443-9388,2,3,0,0,5,"목재팔레트, 목재상자",10594,3032.27,582.12,3614.39
1157,개별입지,주식회사 마켓컴퍼니,경상남도 진주시 대곡면 유곡로 314-21,경상남도 진주시 대곡면 유곡리 388-6,"11209, ",기타 비알코올 음료 제조업,음식료,055-921-7137,공람,5,10,0,0,15,커피음료,1358,272.55,425.33,697.88
1158,개별입지,주식회사 명진전력,"경상남도 진주시 범골로54번길 30-9, B1층 BB102호(충무공동) B1층 BB102호",경상남도 진주시 충무공동 87-23 B1층 BB102호 B1층 BB102호,"28422, ",일반용 전기 조명장치 제조업,"전기, 전자",055-853-1234,055-853-1555,6,0,0,0,6,LED조명기기,0,106.24,41.6,147.84
1159,개별입지,주식회사 바이오션,"경상남도 진주시 문산읍 월아산로 991, 벤처지원동 302호",경상남도 진주시 문산읍 삼곡리 1033 (재)진주바이오산업진흥원 벤처지원동 302호,"10802, ",단미 사료 및 기타 사료 제조업,음식료,055-762-2023,공람,4,1,0,0,5,"보조사료, 단미사료",0,66,0,66
1160,개별입지,주식회사 번창,경상남도 진주시 문산읍 월아산로 1160-31,경상남도 진주시 문산읍 소문리 383-0,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종","금속가공, 기계",공람,공람,0,0,0,0,0,"알루미늄 창호, 플라스틱 창호",1544,300,0,300
1161,개별입지,주식회사 부성정보통신,경상남도 진주시 동부로169번길 12 (충무공동) B동 17층 1711호,경상남도 진주시 충무공동 69-3 B동 17층 1711호,"26421, 26310, 26410, 26429, 26519, 28123, 28901",방송장비 제조업 외 6 종,"전기, 전자",055-763-1035,055-763-1036,4,1,0,0,5,"방송장비, 무선통신장비, 강우량계, 원격제어시스템 배전반 및 전기 자동제어반, 무인안내시스템, 버스 및 차량정보 안내장치, 기상관측장비",140.89,76.65,64.24,140.89
1162,개별입지,주식회사 브레인즈랩,"경상남도 진주시 동부로169번길 12,(충무공동, 윙스타워) B동 17층 1702호",경상남도 진주시 충무공동 69-3 윙스타워 B동 17층 1702호,"31322, 26310, 31312",항공기용 부품 제조업 외 2 종,"자동차, 운송장비",공람,050-4490-2501,8,2,0,0,10,"항공기 부품, 무인항공기, 무인 비행장치, 컴퓨터",71.19,71.19,0,71.19
1163,개별입지,주식회사 삼부티에스,경상남도 진주시 이반성면 진마대로2498번길 2-63 외 5필지,경상남도 진주시 이반성면 가산리 353 외 5필지,"31114, ",선박 구성 부분품 제조업,"자동차, 운송장비",055-752-0354,055-752-0355,40,0,0,0,40,선박 구성 부분품,21027,7644.73,753.56,8398.29
1164,개별입지,주식회사 석영,경상남도 진주시 지수면 금평로 156,경상남도 진주시 지수면 금곡리 178,"25929, ",그 외 기타 금속가공업,"금속가공, 기계",051-925-0079,051-925-0081,3,0,0,0,3,배관자재,1515,486,173.07,659.07
1165,개별입지,주식회사 선마린바이오테크,"경상남도 진주시 문산읍 월아산로 991, 성장지원동 302호",경상남도 진주시 문산읍 삼곡리 1033 (재)진주바이오산업진흥원 성장지원동 302호,"20499, ",그 외 기타 분류 안된 화학제품 제조업,"석유화학, 플라스틱",055-755-0180,051-980-5966,2,5,0,0,7,"굴 추출물, 군소 추출물, 해삼 추출물",0,8.97,34.34,43.31
1166,개별입지,주식회사 성민전기통신소방,경상남도 진주시 금산면 월아산로 1341-8,경상남도 진주시 금산면 갈전리 1079,"26421, 26429, 28123",방송장비 제조업 외 2 종,"전기, 전자",070-8199-7859,055-759-7851,7,0,0,0,7,"계장제어장치, 빌딩제어장치",0,50,13.96,63.96
1167,개별입지,주식회사 세진기업,경상남도 진주시 진성면 동부로1307번길 50-2 외 5필지,경상남도 진주시 진성면 상촌리 648 외 5필지,"25113, 25994, 28123, 28410, 28422, 28903",육상 금속 골조 구조재 제조업 외 5 종,"금속가공, 기계",055-757-0365,055-757-0331,16,5,0,0,21,"신호등주, 금속기둥, 교통신호제어기, 신호표지, 주차관제, 투광등",0,965.25,232.65,1197.9
1168,개별입지,주식회사 시온이엔씨,"경상남도 진주시 돗골로 22, 2층 (상평동)",경상남도 진주시 상평동 206-9 2층,"28423, 26310, 26519",전시 및 광고용 조명장치 제조업 외 2 종,"전기, 전자",055-758-8808,055-757-9080,2,1,0,0,3,"led전광판, 버스 및 차량정보 안내장치",0,110,10.8,120.8
1169,개별입지,주식회사 신라전력,경상남도 진주시 문산읍 동부로 820,경상남도 진주시 문산읍 상문리 417,"28123, 26421, 26429",배전반 및 전기 자동제어반 제조업 외 2 종,"전기, 전자",055-759-7859,055-759-7851,9,1,0,0,10,"계장제어장치, 빌딩제어장치",0,100,33,133
1170,개별입지,주식회사 신진주흥농,"경상남도 진주시 문산읍 월아산로 991, 벤처지원동 204호",경상남도 진주시 문산읍 삼곡리 1033 (재)진주바이오산업진흥원 벤처지원동 204호,"20312, ",복합비료 및 기타 화학비료 제조업,"석유화학, 플라스틱",055-758-8882,055-758-8847,2,1,0,0,3,액상비료,0,22,44,66
1171,개별입지,주식회사 씨엔에이치,경상남도 진주시 진성면 동부로 1574-6,경상남도 진주시 진성면 천곡리 529,"20411, ",일반용 도료 및 관련제품 제조업,"석유화학, 플라스틱",055-762-2976,051-955-2221,2,0,0,0,2,수성 단열페인트,2265,160,0,160
1172,개별입지,주식회사 아미티,"경상남도 진주시 진주대로 501, 창업보육센터, A동 216호(가좌동, 경상국립대학교 가좌캠퍼스)","경상남도 진주시 가좌동 900 경상국립대학교 가좌캠퍼스 창업보육센터, A동 216호","26429, 22292, 22299",기타 무선 통신장비 제조업 외 2 종,"전기, 전자",055-762-6270,0504-076-6270,1,2,0,0,3,QR코드를 활용한 스마트 주차번호판,52.8,14,38.8,52.8
